GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.currency.service,BroadleafCurrencyServiceImpl,25,0,0,0,6,0,6,0,6,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.file.domain,FileWorkArea,13,27,2,2,2,6,2,3,0,3
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.web.expression,BRCVariableExpression,93,0,18,0,32,0,20,0,11,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.web.expression,PropertiesVariableExpression,38,0,4,0,10,0,9,0,7,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.web.expression,BroadleafVariableExpressionEvaluator,35,0,4,0,8,0,4,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.web.expression,NullBroadleafVariableExpression,5,0,0,0,2,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sitemap.domain,SiteMapGeneratorConfigurationImpl,55,33,10,2,20,12,13,6,7,6
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sitemap.domain,SiteMapUrlEntryImpl,24,52,4,4,10,18,8,9,4,9
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sitemap.domain,SiteMapConfigurationImpl,44,82,11,5,14,24,11,10,3,10
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sitemap.domain,CustomUrlSiteMapGeneratorConfigurationImpl,0,15,0,0,0,5,0,3,0,3
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.security.channel,ProtoChannelBeanPostProcessor,56,0,2,0,19,0,7,0,6,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.security.channel,ProtoInsecureChannelProcessor,73,0,18,0,14,0,11,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.security.channel,ProtoSecureChannelProcessor,53,0,14,0,11,0,9,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sitemap.exception,SiteMapException,16,0,0,0,8,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.classloader.release,ThreadLocalManager,116,68,14,0,21,16,10,5,3,5
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.classloader.release,ThreadLocalManager.new ThreadLocal() {...},6,16,1,1,1,5,1,2,0,2
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.classloader.release,ThreadLocalManager.new ThreadLocal() {...},12,27,0,2,4,8,0,4,0,3
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.config,PropertyConfigurer,11,0,0,0,5,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.vendor.service.monitor.handler,CompositeStatusHandler,32,0,2,0,9,0,5,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.vendor.service.monitor.handler,EmailStatusHandler,48,0,0,0,13,0,6,0,6,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.vendor.service.monitor.handler,LogStatusHandler,48,0,4,0,8,0,5,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sandbox.service,SandBoxServiceImpl,235,0,22,0,49,0,30,0,19,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.message,MessageCreator.new MimeMessagePreparator() {...},111,0,12,0,21,0,8,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.message,NullMessageCreator,15,0,0,0,6,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.message,Attachment,24,0,0,0,10,0,7,0,7,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.message,ThymeleafMessageCreator,49,0,8,0,14,0,6,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.message,EmailPropertyType,116,0,16,0,34,0,17,0,9,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.message,VelocityMessageCreator,61,0,6,0,19,0,9,0,6,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.message,MessageCreator,30,0,0,0,11,0,5,0,5,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.vendor.service,AbstractVendorService,113,0,10,0,25,0,8,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.info,EmailInfo,116,0,0,0,41,0,20,0,20,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.info,ServerInfo,85,0,4,0,25,0,13,0,11,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.info,NullEmailInfo,3,0,0,0,2,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.security,LocalRedirectStrategy,205,0,34,0,37,0,24,0,7,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.security,EnhancedTokenBasedRememberMeServices.MockResponse,56,0,0,0,35,0,34,0,34,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.security,EnhancedTokenBasedRememberMeServices,40,0,0,0,8,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.security,BroadleafAuthenticationFailureHandler,104,0,16,0,25,0,12,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.security,BroadleafExternalAuthenticationUserDetails,48,0,0,0,16,0,10,0,10,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.security,RandomGenerator,202,0,8,0,13,0,9,0,5,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.copy,DirectCopyTransformTypes,3,0,0,0,1,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.copy,OptionalDirectCopyClassTransformer,53,0,2,0,15,0,6,0,5,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.copy,AnnotationsCopyClassTransformer,323,0,32,0,59,0,24,0,8,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.copy,DirectCopyClassTransformer.XFormParams,47,0,4,0,14,0,10,0,8,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.copy,DirectCopyClassTransformer,1574,0,156,0,303,0,102,0,24,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.copy,DirectCopyIgnorePattern,17,0,0,0,7,0,5,0,5,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.copy,AbstractClassTransformer,77,0,8,0,17,0,8,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.copy,ConditionalFieldAnnotationsClassTransformer,252,0,30,0,59,0,18,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.copy,NullClassTransformer,6,0,0,0,3,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.event,BroadleafApplicationEventMulticaster.new Runnable() {...},20,0,0,0,3,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.event,BroadleafApplicationEventMulticaster,61,0,10,0,17,0,10,0,5,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.event,OrderSubmittedEvent,14,0,0,0,5,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.event,ItemsFulfilledEvent,19,0,0,0,7,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.event,ItemsCancelledEvent,19,0,0,0,7,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.event,ItemsReturnedEvent,19,0,0,0,7,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.event,BroadleafApplicationEvent,13,0,0,0,4,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.audit,Auditable.Presentation.Tab.Name,3,0,0,0,1,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.audit,AuditableListener,194,0,22,0,55,0,17,0,6,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.audit,Auditable.Presentation.Group.Order,3,0,0,0,1,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.audit,Auditable.Presentation.Group.Name,3,0,0,0,1,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.audit,Auditable.Presentation.Group,3,0,0,0,2,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.audit,Auditable.Presentation,3,0,0,0,2,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.audit,Auditable,160,3,38,0,28,2,29,1,10,1
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.audit,Auditable.Presentation.Tab.Order,3,0,0,0,1,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.audit,Auditable.Presentation.Tab,3,0,0,0,2,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.encryption,PassthroughEncryptionModule,25,0,2,0,8,0,5,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.web.payment.controller,PaymentGatewayAbstractController,286,0,50,0,71,0,37,0,12,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.site.dao,SiteDaoImpl,262,0,12,0,39,0,16,0,10,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa,MergePersistenceUnitManager,927,0,112,0,179,0,69,0,13,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa,SiteDiscriminatableType,38,0,0,0,2,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa,JPAPropertiesPersistenceUnitPostProcessor,345,0,54,0,43,0,31,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa,AutoDDLCreateStatusTestBeanImpl,21,0,0,0,5,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa,ConditionalORMConfigDto,17,0,0,0,7,0,5,0,5,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa,MergeJPAPersistenceResource,213,0,18,0,50,0,13,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa,ConditionalORMConfigPersistenceUnitPostProcessor,158,0,16,0,30,0,13,0,5,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa,EntityClassNotFoundException,16,0,0,0,8,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa,ConfigurationOnlyState,22,0,0,0,8,0,6,0,6,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.jpa.convert,EntityMarkerClassTransformer,250,0,34,0,53,0,27,0,10,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.time,FixedTimeSource,9,0,0,0,4,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.time,MinuteType,478,0,16,0,92,0,17,0,9,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.time,SystemTime,42,106,8,10,12,39,9,19,5,14
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.time,HourOfDayType,262,0,16,0,56,0,17,0,9,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.time,DefaultTimeSource,0,5,0,0,0,2,0,2,0,2
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.time,DayOfWeekType,160,0,16,0,39,0,17,0,9,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.time,MonthType,190,0,16,0,44,0,17,0,9,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.time,DayOfMonthType,310,0,16,0,64,0,17,0,9,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.locale.dao,LocaleDaoImpl,105,0,8,0,23,0,10,0,6,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,LookupType,38,0,0,0,3,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,CustomFieldSearchableTypes,48,0,0,0,2,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,PersistencePerspectiveItemType,48,0,0,0,4,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,RuleType,160,0,16,0,39,0,17,0,9,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,SupportedFieldType,328,0,0,0,32,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,ForeignKeyRestrictionType,38,0,0,0,3,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,UnspecifiedBooleanType,48,0,0,0,2,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,SupportedCriteriaFieldType,38,0,0,0,3,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,VisibilityEnum,78,0,0,0,7,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,DynamicSupportedFieldType,208,0,20,0,50,0,21,0,11,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,OperationType,58,0,0,0,5,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.presentation.client,AddMethodType,48,0,0,0,4,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.i18n.dao,TranslationDaoExtensionManager,6,0,0,0,3,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.i18n.dao,ISODaoImpl,30,0,0,0,6,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.i18n.dao,TranslationDaoImpl,803,0,50,0,123,0,45,0,20,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.dao,TQJoin,30,0,0,0,9,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.dao,TQOrder,42,0,4,0,10,0,4,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.dao,TypedQueryBuilder,125,148,12,10,26,29,12,11,5,7
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.dao,TQRestriction,11,158,2,14,1,31,2,11,0,5
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.dao,TQRestriction.Mode,9,29,0,0,0,2,2,2,2,2
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.dao,BatchRetrieveDao,55,0,4,0,14,0,6,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.dao,EJB3ConfigurationDaoImpl,71,0,4,0,16,0,6,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.dao,QueryUtils,69,0,0,0,15,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.dao,DynamicDaoHelperImpl,555,0,60,0,146,0,45,0,15,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,AbstractRemoveBeanPostProcessor,255,0,34,0,74,0,29,0,12,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,DynamicResourceIterator,181,0,12,0,46,0,16,0,10,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,EarlyStageRemoveBeanPostProcessor,13,0,0,0,5,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,MergeXmlConfigResource,313,0,28,0,81,0,22,0,8,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,MergeManager,697,0,82,0,159,0,51,0,10,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,Placement,48,0,0,0,2,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,MultiTenantMergeBeanStatusProvider,7,0,0,0,2,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,AbstractMergeBeanPostProcessor,347,0,44,0,98,0,40,0,15,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,LateStageRemoveBeanPostProcessor,13,0,0,0,5,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,LateStageMergeBeanPostProcessor,13,0,0,0,5,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,AbstractMergeBeanPostProcessor.new Object() {...},26,0,0,0,1,0,1,0,1,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,MergeManager.new Comparator() {...},14,0,0,0,2,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,MergeManager.new MergeHandlerAdapter() {...},12,0,0,0,2,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,MergePoint,170,0,22,0,34,0,15,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,ImportProcessor,190,0,8,0,47,0,7,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge,EarlyStageMergeBeanPostProcessor,13,0,0,0,5,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.sql.importsql,DemoSqlServerSingleLineSqlCommandExtractor,137,0,4,0,22,0,6,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.sql.importsql,DemoOracleSingleLineSqlCommandExtractor,306,0,18,0,49,0,13,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.util.sql.importsql,DemoPostgresSingleLineSqlCommandExtractor,58,0,2,0,13,0,4,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.web.patch,EvaluationUtilPatch,111,0,30,0,25,0,17,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,MergeHandlerAdapter,17,0,0,0,10,0,10,0,10,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,SchemaLocationNodeValueMerge,0,98,0,8,0,18,0,7,0,3
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,MetadataOverrideNodeReplaceInsert,35,0,6,0,9,0,5,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,InsertItems,183,0,14,0,37,0,10,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,LiberalNodeReplaceInsert,44,0,8,0,11,0,6,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,SpaceDelimitedNodeValueMerge,2,3,0,0,1,1,1,1,1,1
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,InsertChildrenOf,65,0,8,0,12,0,6,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,NonEmptyNodeReplaceInsert.new Comparator() {...},31,0,0,0,6,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,NonEmptyNodeReplaceInsert,91,0,10,0,20,0,7,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,AttributePreserveInsert,78,0,8,0,18,0,6,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,NodeReplaceInsert,370,0,42,0,84,0,30,0,9,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,NodeReplaceInsert.new Comparator() {...},38,0,10,0,15,0,7,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,CommaDelimitedNodeValueMerge,8,0,0,0,3,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,AttributePreserveInsert.new Comparator() {...},14,0,0,0,2,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,BaseHandler,41,7,0,0,13,2,9,1,9,1
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,NodeValueMerge,140,12,14,0,26,4,10,2,3,2
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.extensibility.context.merge.handlers,NodeReplace,67,0,8,0,14,0,7,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.vendor.service.monitor,ServiceMonitor,130,0,10,0,33,0,15,0,10,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sitemap.wrapper,SiteMapIndexWrapper,4,11,0,0,2,3,1,2,1,2
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sitemap.wrapper,SiteMapURLWrapper,10,49,3,3,3,20,4,11,1,11
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sitemap.wrapper,SiteMapURLSetWrapper,4,11,0,0,2,3,1,2,1,2
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.sitemap.wrapper,SiteMapWrapper,0,17,0,0,0,7,0,5,0,5
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.email.service.exception,EmailException,16,0,0,0,8,0,4,0,4,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.money.util,CurrencyAdapter,9,0,0,0,3,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.web.dialect,BLCDialect,31,0,0,0,10,0,6,0,6,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.web.dialect,BLCAdminDialect,19,0,0,0,7,0,5,0,5,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.web.dialect,AbstractModelVariableModifierProcessor,76,0,4,0,21,0,8,0,6,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.copy,MultiTenantCopierExtensionManager,6,0,0,0,3,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.copy,CreateResponse,18,0,0,0,7,0,3,0,3,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.copy,MultiTenantCopyContext,538,0,42,0,111,0,36,0,15,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.copy,MultiTenantCopier.2.new CopyOperation() {...},14,0,0,0,2,0,2,0,2,0
BroadleafCommerce Common Libraries,org.broadleafcommerce.common.copy,MultiTenantCopier,446,0,42,0,78,0,34,0,13,0
